Number;Area;Address
м.Київ - Відділ ведення ДРВ Голосіївської районної в місті Києві державної адміністрації;;
Звичайні виборчі дільниці:;;
800102;м.Київ – вул.Княжий Затон: 19–21- вул.Срібнокільська: 20–22, 24–24А-;вул.Княжий Затон, 17В, м.Київ, 02095 (школа №62, коридор, 2-й поверх)
800103;м.Київ – вул.Абрикосова-4, вул.Завальна: 1–4, 11–26А- вул.Зарічна, вул.Іжевська, вул.Колекторна: 19- вул.Костянтина Ареф’єва, вул.Лугова-7, вул.Лугова-9, вул.Малоземельна, вул.Маслівка, вул.Орхідейна, вул.Осокорська, вул.Підлипка, вул.Садова-105, вул.Садова-118А, вул.Садова-126, вул.Садова-137, вул.Садова-160, вул.Садова-164, вул.Садова-165, вул.Садова-168, вул.Садова-191, вул.Садова-192, вул.Садова-4, вул.Садова-41, вул.Садова-42, вул.Садова-45, вул.Садова-48, вул.Садова-49А, вул.Садова-50, вул.Садова-51, вул.Садова-52, вул.Садова-54, вул.Садова-55, вул.Садова-56, вул.Садова-57, вул.Садова-58, вул.Садова-59, вул.Садова-60, вул.Садова-61, вул.Садова-63, вул.Садова-66, вул.Садова-67, вул.Садова-73, вул.Садова-77, вул.Садова-81, вул.Трускавецька, пров.Іжевський, пров.Осокорський, просп.Бажана Миколи: 1А–1Б-;вул.Княжий Затон, 17В, м.Київ, 02095 (школа №62, коридор, 1-й поверх)
800104;м.Київ – вул.Завальна: 10Б–10Г- просп.Бажана Миколи: 8Б- Дніпровська набережна: 26, 26А, 26Б, 26В, 26Г, 26Д, 26І, 26К-;"вул.Гмирі Бориса, 2В, м.Київ, 02140 (Гімназія ""Київська Русь"", хол, 1-й поверх)"
800105;м.Київ – вул.Гмирі Бориса: 1А/4–1/2, 3, 5–5А, 9А-;вул.Гмирі Бориса, 3Б, м.Київ, 02140 (Скандинавська гімназія, коридор, 1-й поверх)
800106;м.Київ – вул.Гмирі Бориса: 9, 9Б–9В- вул.Гришка Михайла;вул.Гмирі Бориса, 3Б, м.Київ, 02140 (Скандинавська гімназія, коридор, 1-й поверх)
800107;м.Київ – вул.Гмирі Бориса: 11–15А- просп.Григоренка Петра: 38А-;вул.Гмирі Бориса, 3Б, м.Київ, 02140 (Скандинавська гімназія, коридор, 1-й поверх)
800108;м.Київ – вул.Гмирі Бориса: 17- просп.Григоренка Петра: 36–38-;вул.Гмирі Бориса, 3Б, м.Київ, 02140 (Скандинавська гімназія, коридор, 1-й поверх)
800109;м.Київ – вул.Крушельницької Соломії: 1/5- вул.Мишуги Олександра: 7, 9–12- просп.Григоренка Петра: 39–41-;вул.Мишуги Олександра, 5, м.Київ, 02140 (гімназія міжнародних відносин №323, коридор, 1-й поверх)
800110;м.Київ – вул.Мишуги Олександра: 1/4–3, 8-;вул.Мишуги Олександра, 5, м.Київ, 02140 (гімназія міжнародних відносин №323, коридор, 1-й поверх)
800111;м.Київ – вул.Крушельницької Соломії: 3–3А- вул.Руденко Лариси: 6, 8, 10–10Г, 17-;вул.Мишуги Олександра, 5, м.Київ, 02140 (гімназія міжнародних відносин №323, коридор, 1-й поверх)
800112;м.Київ – вул.Руденко Лариси: 3А, 5, 7, 9, 15/14-;вул.Мишуги Олександра, 5, м.Київ, 02140 (гімназія міжнародних відносин №323, коридор, 1-й поверх)
800113;м.Київ – вул.Вишняківська: 13–13Б, 17–19/19- вул.Руденко Лариси: 21–21А-;вул.Мишуги Олександра, 5, м.Київ, 02140 (гімназія міжнародних відносин №323, коридор, 1-й поверх)
800114;м.Київ – вул.Вишняківська: 5В, 7А–7Б, 11, 13В- вул.Крушельницької Соломії: 5–15Б-;просп.Бажана Миколи, 32А, м.Київ, 02140 (спеціалізована школа №316, їдальня, 1-й поверх)
800115;м.Київ – вул.Вишняківська: 1–5Б, 9-;просп.Бажана Миколи, 32А, м.Київ, 02140 (спеціалізована школа №316, коридор, 1-й поверх, початкова школа)
800116;м.Київ – вул.Вишняківська: 6А, 8–8А- вул.Ревуцького: 44Б- просп.Бажана Миколи: 34-;просп.Бажана Миколи, 32А, м.Київ, 02140 (спеціалізована школа №316, коридор, 2-й поверх, початкова школа)
800117;м.Київ – вул.Вишняківська: 12–12А- вул.Руденко Лариси: 13- просп.Бажана Миколи: 28А–28В-;просп.Бажана Миколи, 32А, м.Київ, 02140 (спеціалізована школа №316, мала гімнастична зала, 2-й поверх)
800118;м.Київ – вул.Ревуцького: 42–44- просп.Бажана Миколи: 32, 36-;просп.Бажана Миколи, 32А, м.Київ, 02140 (спеціалізована школа №316, коридор, 2-й поверх, старша школа)
800119;м.Київ – вул.Руденко Лариси: 3Б- просп.Бажана Миколи: 24/1–28, 30-;просп.Бажана Миколи, 32А, м.Київ, 02140 (спеціалізована школа №316, виставковий зал, 2-й поверх)
800120;м.Київ – вул.Драгоманова: 27–31Б-;вул.Драгоманова, 27А, м.Київ, 02068 (гімназія №315, молодша школа, їдальня, 1-й поверх)
800121;м.Київ – вул.Драгоманова: 25, 31В- просп.Бажана Миколи: 1М-;вул.Драгоманова, 27А, м.Київ, 02068 (гімназія №315, їдальня, 1-й поверх)
800122;м.Київ – вул.Драгоманова: 23–23Б- вул.Кошиця Олександра: 9–9Б-;вул.Драгоманова, 27А, м.Київ, 02068 (гімназія №315, 1-й поверх, 3-й блок)
800123;м.Київ – вул.Драгоманова: 42–44А- просп.Григоренка Петра: 33/44-;просп.Григоренка Петра, 21Б, м.Київ, 02068 (школа №309, старша школа, коридор, 1-й поверх, 3-й блок)
